"","Date","Beach","Attendance","Month","Year"
"3011","07/27/2020","Manhattan",4500,"July","2020"
"3012","07/27/2020","Rockaway",18000,"July","2020"
"3013","07/27/2020","Midland",1600,"July","2020"
"3014","07/27/2020","South beach",2550,"July","2020"
"3015","07/27/2020","Wolfe's Pond",250,"July","2020"
"3016","07/27/2020","Cedar Grove",225,"July","2020"
"3017","07/28/2020","Orchard",6586,"July","2020"
"3018","07/28/2020","Coney Island",54900,"July","2020"
"3019","07/28/2020","Manhattan",900,"July","2020"
"3020","07/28/2020","Rockaway",15000,"July","2020"
"3021","07/28/2020","Midland",1000,"July","2020"
"3022","07/28/2020","South beach",1300,"July","2020"
"3023","07/28/2020","Wolfe's Pond",275,"July","2020"
"3024","07/28/2020","Cedar Grove",250,"July","2020"
"3025","07/29/2020","Orchard",4475,"July","2020"
"3026","07/29/2020","Coney Island",13000,"July","2020"
"3027","07/29/2020","Manhattan",950,"July","2020"
"3028","07/29/2020","Rockaway",16100,"July","2020"
"3029","07/29/2020","Midland",975,"July","2020"
"3030","07/29/2020","South beach",1250,"July","2020"
"3031","07/29/2020","Wolfe's Pond",350,"July","2020"
"3032","07/29/2020","Cedar Grove",350,"July","2020"
"3033","07/30/2020","Orchard",3651,"July","2020"
"3034","07/30/2020","Coney Island",9500,"July","2020"
"3035","07/30/2020","Manhattan",1550,"July","2020"
"3036","07/30/2020","Rockaway",11300,"July","2020"
"3037","07/30/2020","Midland",1350,"July","2020"
"3038","07/30/2020","South beach",1850,"July","2020"
"3039","07/30/2020","Wolfe's Pond",230,"July","2020"
"3040","07/30/2020","Cedar Grove",190,"July","2020"
"3041","07/31/2020","Orchard",1050,"July","2020"
"3042","07/31/2020","Coney Island",3800,"July","2020"
"3043","07/31/2020","Manhattan",250,"July","2020"
"3044","07/31/2020","Rockaway",6300,"July","2020"
"3045","07/31/2020","Midland",1000,"July","2020"
"3046","07/31/2020","South beach",1650,"July","2020"
"3047","07/31/2020","Wolfe's Pond",115,"July","2020"
"3048","07/31/2020","Cedar Grove",70,"July","2020"
"3049","08/01/2020","Orchard",37429,"August","2020"
"3050","08/01/2020","Coney Island",175000,"August","2020"
"3051","08/01/2020","Manhattan",5700,"August","2020"
"3052","08/01/2020","Rockaway",130000,"August","2020"
"3053","08/01/2020","Midland",5000,"August","2020"
"3054","08/01/2020","South beach",7000,"August","2020"
"3055","08/01/2020","Wolfe's Pond",900,"August","2020"
"3056","08/01/2020","Cedar Grove",1100,"August","2020"
"3057","08/02/2020","Orchard",3252,"August","2020"
"3058","08/02/2020","Coney Island",12500,"August","2020"
"3059","08/02/2020","Manhattan",650,"August","2020"
"3060","08/02/2020","Rockaway",7400,"August","2020"
"3061","08/02/2020","Midland",2600,"August","2020"
"3062","08/02/2020","South beach",4300,"August","2020"
"3063","08/02/2020","Wolfe's Pond",320,"August","2020"
"3064","08/02/2020","Cedar Grove",75,"August","2020"
"3065","08/03/2020","Orchard",3933,"August","2020"
"3066","08/03/2020","Coney Island",26850,"August","2020"
"3067","08/03/2020","Manhattan",1100,"August","2020"
"3068","08/03/2020","Rockaway",16200,"August","2020"
"3069","08/03/2020","Midland",2250,"August","2020"
"3070","08/03/2020","South beach",3975,"August","2020"
"3071","08/03/2020","Wolfe's Pond",150,"August","2020"
"3072","08/03/2020","Cedar Grove",165,"August","2020"
"3073","08/04/2020","Orchard",0,"August","2020"
"3074","08/04/2020","Coney Island",0,"August","2020"
"3075","08/04/2020","Manhattan",0,"August","2020"
"3076","08/04/2020","Rockaway",0,"August","2020"
"3077","08/04/2020","Midland",0,"August","2020"
"3078","08/04/2020","South beach",0,"August","2020"
"3079","08/04/2020","Wolfe's Pond",0,"August","2020"
"3080","08/04/2020","Cedar Grove",0,"August","2020"
"3081","08/05/2020","Orchard",4848,"August","2020"
"3082","08/05/2020","Coney Island",17000,"August","2020"
"3083","08/05/2020","Manhattan",1000,"August","2020"
"3084","08/05/2020","Rockaway",13000,"August","2020"
"3085","08/05/2020","Midland",1500,"August","2020"
"3086","08/05/2020","South beach",2500,"August","2020"
"3087","08/05/2020","Wolfe's Pond",300,"August","2020"
"3088","08/05/2020","Cedar Grove",375,"August","2020"
"3089","08/06/2020","Orchard",3738,"August","2020"
"3090","08/06/2020","Coney Island",2800,"August","2020"
"3091","08/06/2020","Manhattan",350,"August","2020"
"3092","08/06/2020","Rockaway",10000,"August","2020"
"3093","08/06/2020","Midland",1855,"August","2020"
"3094","08/06/2020","South beach",2380,"August","2020"
"3095","08/06/2020","Wolfe's Pond",75,"August","2020"
"3096","08/06/2020","Cedar Grove",110,"August","2020"
"3097","08/07/2020","Orchard",553,"August","2020"
"3098","08/07/2020","Coney Island",3000,"August","2020"
"3099","08/07/2020","Manhattan",550,"August","2020"
"3100","08/07/2020","Rockaway",4500,"August","2020"
"3101","08/07/2020","Midland",1710,"August","2020"
"3102","08/07/2020","South beach",4300,"August","2020"
"3103","08/07/2020","Wolfe's Pond",70,"August","2020"
"3104","08/07/2020","Cedar Grove",130,"August","2020"
"3105","08/08/2020","Orchard",4542,"August","2020"
"3106","08/08/2020","Coney Island",16950,"August","2020"
"3107","08/08/2020","Manhattan",1600,"August","2020"
"3108","08/08/2020","Rockaway",36000,"August","2020"
"3109","08/08/2020","Midland",2415,"August","2020"
"3110","08/08/2020","South beach",3100,"August","2020"
"3111","08/08/2020","Wolfe's Pond",500,"August","2020"
"3112","08/08/2020","Cedar Grove",200,"August","2020"
"3113","08/09/2020","Orchard",62043,"August","2020"
"3114","08/09/2020","Coney Island",153200,"August","2020"
"3115","08/09/2020","Manhattan",5500,"August","2020"
"3116","08/09/2020","Rockaway",102000,"August","2020"
"3117","08/09/2020","Midland",3200,"August","2020"
"3118","08/09/2020","South beach",5600,"August","2020"
"3119","08/09/2020","Wolfe's Pond",2600,"August","2020"
"3120","08/09/2020","Cedar Grove",850,"August","2020"
"3121","08/10/2020","Orchard",4005,"August","2020"
"3122","08/10/2020","Coney Island",27850,"August","2020"
"3123","08/10/2020","Manhattan",1200,"August","2020"
"3124","08/10/2020","Rockaway",18000,"August","2020"
"3125","08/10/2020","Midland",1950,"August","2020"
"3126","08/10/2020","South beach",2775,"August","2020"
"3127","08/10/2020","Wolfe's Pond",500,"August","2020"
"3128","08/10/2020","Cedar Grove",350,"August","2020"
"3129","08/11/2020","Orchard",3790,"August","2020"
"3130","08/11/2020","Coney Island",23700,"August","2020"
"3131","08/11/2020","Manhattan",960,"August","2020"
"3132","08/11/2020","Rockaway",16200,"August","2020"
"3133","08/11/2020","Midland",1950,"August","2020"
"3134","08/11/2020","South beach",2850,"August","2020"
"3135","08/11/2020","Wolfe's Pond",700,"August","2020"
"3136","08/11/2020","Cedar Grove",280,"August","2020"
"3137","08/12/2020","Orchard",2091,"August","2020"
"3138","08/12/2020","Coney Island",4500,"August","2020"
"3139","08/12/2020","Manhattan",925,"August","2020"
"3140","08/12/2020","Rockaway",13000,"August","2020"
"3141","08/12/2020","Midland",975,"August","2020"
"3142","08/12/2020","South beach",1100,"August","2020"
"3143","08/12/2020","Wolfe's Pond",250,"August","2020"
"3144","08/12/2020","Cedar Grove",100,"August","2020"
"3145","08/13/2020","Orchard",1476,"August","2020"
"3146","08/13/2020","Coney Island",1100,"August","2020"
"3147","08/13/2020","Manhattan",450,"August","2020"
"3148","08/13/2020","Rockaway",6800,"August","2020"
"3149","08/13/2020","Midland",350,"August","2020"
"3150","08/13/2020","South beach",460,"August","2020"
"3151","08/13/2020","Wolfe's Pond",35,"August","2020"
"3152","08/13/2020","Cedar Grove",40,"August","2020"
"3153","08/14/2020","Orchard",3822,"August","2020"
"3154","08/14/2020","Coney Island",8500,"August","2020"
"3155","08/14/2020","Manhattan",900,"August","2020"
"3156","08/14/2020","Rockaway",15500,"August","2020"
"3157","08/14/2020","Midland",1850,"August","2020"
"3158","08/14/2020","South beach",2675,"August","2020"
"3159","08/14/2020","Wolfe's Pond",170,"August","2020"
"3160","08/14/2020","Cedar Grove",170,"August","2020"
"3161","08/15/2020","Orchard",39211,"August","2020"
"3162","08/15/2020","Coney Island",220000,"August","2020"
"3163","08/15/2020","Manhattan",4100,"August","2020"
"3164","08/15/2020","Rockaway",137000,"August","2020"
"3165","08/15/2020","Midland",4000,"August","2020"
"3166","08/15/2020","South beach",6700,"August","2020"
"3167","08/15/2020","Wolfe's Pond",1200,"August","2020"
"3168","08/15/2020","Cedar Grove",350,"August","2020"
"3169","08/16/2020","Orchard",721,"August","2020"
"3170","08/16/2020","Coney Island",400,"August","2020"
"3171","08/16/2020","Manhattan",225,"August","2020"
"3172","08/16/2020","Rockaway",1850,"August","2020"
"3173","08/16/2020","Midland",500,"August","2020"
"3174","08/16/2020","South beach",1425,"August","2020"
"3175","08/16/2020","Wolfe's Pond",150,"August","2020"
"3176","08/16/2020","Cedar Grove",0,"August","2020"
"3177","08/17/2020","Orchard",2232,"August","2020"
"3178","08/17/2020","Coney Island",17000,"August","2020"
"3179","08/17/2020","Manhattan",600,"August","2020"
"3180","08/17/2020","Rockaway",12800,"August","2020"
"3181","08/17/2020","Midland",1750,"August","2020"
"3182","08/17/2020","South beach",2750,"August","2020"
"3183","08/17/2020","Wolfe's Pond",800,"August","2020"
"3184","08/17/2020","Cedar Grove",100,"August","2020"
"3185","08/18/2020","Orchard",3463,"August","2020"
"3186","08/18/2020","Coney Island",22000,"August","2020"
"3187","08/18/2020","Manhattan",950,"August","2020"
"3188","08/18/2020","Rockaway",8100,"August","2020"
"3189","08/18/2020","Midland",700,"August","2020"
"3190","08/18/2020","South beach",1275,"August","2020"
"3191","08/18/2020","Wolfe's Pond",900,"August","2020"
"3192","08/18/2020","Cedar Grove",175,"August","2020"
"3193","08/19/2020","Orchard",166,"August","2020"
"3194","08/19/2020","Coney Island",1300,"August","2020"
"3195","08/19/2020","Manhattan",250,"August","2020"
"3196","08/19/2020","Rockaway",1100,"August","2020"
"3197","08/19/2020","Midland",450,"August","2020"
"3198","08/19/2020","South beach",825,"August","2020"
"3199","08/19/2020","Wolfe's Pond",85,"August","2020"
"3200","08/19/2020","Cedar Grove",80,"August","2020"
"3201","08/20/2020","Orchard",4132,"August","2020"
"3202","08/20/2020","Coney Island",21000,"August","2020"
"3203","08/20/2020","Manhattan",1900,"August","2020"
"3204","08/20/2020","Rockaway",11000,"August","2020"
"3205","08/20/2020","Midland",2000,"August","2020"
"3206","08/20/2020","South beach",3000,"August","2020"
"3207","08/20/2020","Wolfe's Pond",260,"August","2020"
"3208","08/20/2020","Cedar Grove",330,"August","2020"
"3209","08/21/2020","Orchard",3542,"August","2020"
"3210","08/21/2020","Coney Island",17500,"August","2020"
"3211","08/21/2020","Manhattan",3700,"August","2020"
"3212","08/21/2020","Rockaway",43000,"August","2020"
"3213","08/21/2020","Midland",2750,"August","2020"
"3214","08/21/2020","South beach",4200,"August","2020"
"3215","08/21/2020","Wolfe's Pond",350,"August","2020"
"3216","08/21/2020","Cedar Grove",230,"August","2020"
"3217","08/22/2020","Orchard",53478,"August","2020"
"3218","08/22/2020","Coney Island",180000,"August","2020"
"3219","08/22/2020","Manhattan",4000,"August","2020"
"3220","08/22/2020","Rockaway",107000,"August","2020"
"3221","08/22/2020","Midland",5275,"August","2020"
"3222","08/22/2020","South beach",6750,"August","2020"
"3223","08/22/2020","Wolfe's Pond",1600,"August","2020"
"3224","08/22/2020","Cedar Grove",525,"August","2020"
"3225","08/23/2020","Orchard",46283,"August","2020"
"3226","08/23/2020","Coney Island",106500,"August","2020"
"3227","08/23/2020","Manhattan",2800,"August","2020"
"3228","08/23/2020","Rockaway",38300,"August","2020"
"3229","08/23/2020","Midland",2300,"August","2020"
"3230","08/23/2020","South beach",3000,"August","2020"
"3231","08/23/2020","Wolfe's Pond",3300,"August","2020"
"3232","08/23/2020","Cedar Grove",500,"August","2020"
"3233","08/24/2020","Orchard",4976,"August","2020"
"3234","08/24/2020","Coney Island",22800,"August","2020"
"3235","08/24/2020","Manhattan",2300,"August","2020"
"3236","08/24/2020","Rockaway",15300,"August","2020"
"3237","08/24/2020","Midland",850,"August","2020"
"3238","08/24/2020","South beach",1375,"August","2020"
"3239","08/24/2020","Wolfe's Pond",250,"August","2020"
"3240","08/24/2020","Cedar Grove",275,"August","2020"
"3241","08/25/2020","Orchard",4878,"August","2020"
"3242","08/25/2020","Coney Island",25300,"August","2020"
"3243","08/25/2020","Manhattan",900,"August","2020"
"3244","08/25/2020","Rockaway",13100,"August","2020"
"3245","08/25/2020","Midland",725,"August","2020"
"3246","08/25/2020","South beach",1365,"August","2020"
"3247","08/25/2020","Wolfe's Pond",1200,"August","2020"
"3248","08/25/2020","Cedar Grove",200,"August","2020"
"3249","08/26/2020","Orchard",5152,"August","2020"
"3250","08/26/2020","Coney Island",16200,"August","2020"
"3251","08/26/2020","Manhattan",750,"August","2020"
"3252","08/26/2020","Rockaway",13200,"August","2020"
"3253","08/26/2020","Midland",725,"August","2020"
"3254","08/26/2020","South beach",1075,"August","2020"
"3255","08/26/2020","Wolfe's Pond",235,"August","2020"
"3256","08/26/2020","Cedar Grove",250,"August","2020"
"3257","08/27/2020","Orchard",4480,"August","2020"
"3258","08/27/2020","Coney Island",15500,"August","2020"
"3259","08/27/2020","Manhattan",1800,"August","2020"
"3260","08/27/2020","Rockaway",14500,"August","2020"
"3261","08/27/2020","Midland",1550,"August","2020"
"3262","08/27/2020","South beach",2750,"August","2020"
"3263","08/27/2020","Wolfe's Pond",180,"August","2020"
"3264","08/27/2020","Cedar Grove",130,"August","2020"
"3265","08/28/2020","Orchard",5848,"August","2020"
"3266","08/28/2020","Coney Island",11200,"August","2020"
"3267","08/28/2020","Manhattan",4000,"August","2020"
"3268","08/28/2020","Rockaway",27500,"August","2020"
"3269","08/28/2020","Midland",1950,"August","2020"
"3270","08/28/2020","South beach",2850,"August","2020"
"3271","08/28/2020","Wolfe's Pond",370,"August","2020"
"3272","08/28/2020","Cedar Grove",350,"August","2020"
"3273","08/29/2020","Orchard",543,"August","2020"
"3274","08/29/2020","Coney Island",3700,"August","2020"
"3275","08/29/2020","Manhattan",110,"August","2020"
"3276","08/29/2020","Rockaway",2200,"August","2020"
"3277","08/29/2020","Midland",1025,"August","2020"
"3278","08/29/2020","South beach",1800,"August","2020"
"3279","08/29/2020","Wolfe's Pond",500,"August","2020"
"3280","08/29/2020","Cedar Grove",30,"August","2020"
"3281","08/30/2020","Orchard",54630,"August","2020"
"3282","08/30/2020","Coney Island",102200,"August","2020"
"3283","08/30/2020","Manhattan",8900,"August","2020"
"3284","08/30/2020","Rockaway",95600,"August","2020"
"3285","08/30/2020","Midland",2000,"August","2020"
"3286","08/30/2020","South beach",2750,"August","2020"
"3287","08/30/2020","Wolfe's Pond",2300,"August","2020"
"3288","08/30/2020","Cedar Grove",400,"August","2020"
"3289","08/31/2020","Orchard",681,"August","2020"
"3290","08/31/2020","Coney Island",8100,"August","2020"
"3291","08/31/2020","Manhattan",750,"August","2020"
"3292","08/31/2020","Rockaway",11500,"August","2020"
"3293","08/31/2020","Midland",1700,"August","2020"
"3294","08/31/2020","South beach",2300,"August","2020"
"3295","08/31/2020","Wolfe's Pond",500,"August","2020"
"3296","08/31/2020","Cedar Grove",50,"August","2020"
"3297","09/01/2020","Orchard",499,"September","2020"
"3298","09/01/2020","Coney Island",5900,"September","2020"
"3299","09/01/2020","Manhattan",350,"September","2020"
"3300","09/01/2020","Rockaway",3600,"September","2020"
"3301","09/01/2020","Midland",1900,"September","2020"
"3302","09/01/2020","South beach",2475,"September","2020"
"3303","09/01/2020","Wolfe's Pond",900,"September","2020"
"3304","09/01/2020","Cedar Grove",155,"September","2020"
"3305","09/02/2020","Orchard",658,"September","2020"
"3306","09/02/2020","Coney Island",1400,"September","2020"
"3307","09/02/2020","Manhattan",400,"September","2020"
"3308","09/02/2020","Rockaway",6000,"September","2020"
"3309","09/02/2020","Midland",675,"September","2020"
"3310","09/02/2020","South beach",950,"September","2020"
"3311","09/02/2020","Wolfe's Pond",180,"September","2020"
"3312","09/02/2020","Cedar Grove",110,"September","2020"
"3313","09/03/2020","Orchard",5688,"September","2020"
"3314","09/03/2020","Coney Island",12000,"September","2020"
"3315","09/03/2020","Manhattan",1300,"September","2020"
"3316","09/03/2020","Rockaway",10500,"September","2020"
"3317","09/03/2020","Midland",1200,"September","2020"
"3318","09/03/2020","South beach",2050,"September","2020"
"3319","09/03/2020","Wolfe's Pond",285,"September","2020"
"3320","09/03/2020","Cedar Grove",240,"September","2020"
"3321","09/04/2020","Orchard",9678,"September","2020"
"3322","09/04/2020","Coney Island",28000,"September","2020"
"3323","09/04/2020","Manhattan",500,"September","2020"
"3324","09/04/2020","Rockaway",3500,"September","2020"
"3325","09/04/2020","Midland",1425,"September","2020"
"3326","09/04/2020","South beach",2550,"September","2020"
"3327","09/04/2020","Wolfe's Pond",300,"September","2020"
"3328","09/04/2020","Cedar Grove",480,"September","2020"
"3329","09/05/2020","Orchard",14679,"September","2020"
"3330","09/05/2020","Coney Island",173500,"September","2020"
"3331","09/05/2020","Manhattan",4100,"September","2020"
"3332","09/05/2020","Rockaway",124900,"September","2020"
"3333","09/05/2020","Midland",3400,"September","2020"
"3334","09/05/2020","South beach",4700,"September","2020"
"3335","09/05/2020","Wolfe's Pond",3600,"September","2020"
"3336","09/05/2020","Cedar Grove",550,"September","2020"
"3337","09/06/2020","Orchard",61200,"September","2020"
"3338","09/06/2020","Coney Island",206500,"September","2020"
"3339","09/06/2020","Manhattan",5500,"September","2020"
"3340","09/06/2020","Rockaway",90800,"September","2020"
"3341","09/06/2020","Midland",3000,"September","2020"
"3342","09/06/2020","South beach",4100,"September","2020"
"3343","09/06/2020","Wolfe's Pond",5100,"September","2020"
"3344","09/06/2020","Cedar Grove",650,"September","2020"
"3345","09/07/2020","Orchard",58328,"September","2020"
"3346","09/07/2020","Coney Island",179500,"September","2020"
"3347","09/07/2020","Manhattan",4600,"September","2020"
"3348","09/07/2020","Rockaway",126400,"September","2020"
"3349","09/07/2020","Midland",3400,"September","2020"
"3350","09/07/2020","South beach",4900,"September","2020"
